user_id,cluster,episode_title,id,category,title,series,episode_name,description,description2,tags,image,directors_actors,tags2,publication_date,rating,duration_sec,season,episode,features,index
17,2.0,,10195.0,Comedy,Gardening Australia - My Garden Path,,,Gardening Australia is hosted by Costa Georgiadis and an on screen team of horticultural experts from around the country who cater to all gardeners from the beginner to the expert.,"['We meet a horticulturalist and indoor plant collector to discover her passion for rare species and meet some of the stranger plants in her collection.', 'We meet a garden designer who celebrates texture and contrastin hiscoastal garden.', 'Meet a team of rangers and researchers who are working together to grow a wider understanding of cultural burning, and the role it plays in caring for Country.', ""Andrew Kelly works as a Riverkeeper on Melbourne's iconic Yarra River, and he sees the river, it's banks and surrounding flora as one living entity, a river of green."", 'Sam Cox is a Victorian-based landscape designer, who has a passion for creating naturalistic garden designs. Sam grew up on farm at Yandoit Victoria, his parents being what he refers to as ‘tree-changers’.', 'Children’s book author and artist Jeannie Baker is best known for her unique collage style artworks that use a multitude of natural materials to create 3D landscapes, animals and gardens to accompany her stories.', 'A young lad’s passion for cactus has led to a lifelong addiction for Lester Meyers who has a collection of over 1000 cacti species in his hometown of Gilgandra.', 'We meet ecological artist Lloyd Godman, whose experimental work is linked to a fascination with some very particular plants.', 'We meet Indigenous horticulturist and educator Kris Schaffer, whose native garden is built on bushfoods and belonging.', 'Dr Jodi Rowley has made it her life’s work to study and protect Australia’s amazing frogs. She’s says her work is a ‘passion’ because it often means going out at night, covered in mud and getting bitten by mosquitoes.', 'Pete and wife Sylvia have worked their 6-hectare property for over 20 years, with about 3 ½ hectares under intensive cultivation.  Their garden is a working system, part of their everyday lives. Pete is a full-time ‘permie’.', 'Meet a designer from Brisbane whose love of plants and approach to landscape is intimately entwined with her own family story.', 'We meet asecond-generationflorist in the Dandenong Ranges who is passionate about makingfloristry more sustainable.', ""We meet bookseller Gil Teague, who ran Australia's only bookshop dedicated to plants and gardening for 30 years."", 'We meet a Dubbo fisherman who is revitalising his local river bank to improve the health of the waterway.', 'Paul Haar is a visionary architect whose approach to buildings is guided by a relationship with the landscape and knowing where the timber we use to build originates.', 'Meet a botanical embroiderer who has travelled Australia collecting the inspiration for her intricate stitching, Australian flora.', 'We head to Australia’s biggest tulip farm and meet a fourth-generation family of farmers growing millions of blooms. Paul and Dave Roberts-Thomsons also share some top tulip tips for home gardeners.', 'We meet a horticulturist whose work and leadership have helped a whole community of gardeners to grow.', 'Meet renowned conductor and Artistic Director of the Victorian Opera, Richard Mills, who has a lifelong passion for growing orchids.', 'Permaculture designer and teacher Hannah Maloney, her partner and young daughter live just outside of Hobart. Despite the steep slope of the land, Hannah and her family have converted this site into a productive paradise.', 'We meet two talented textile designers who have taken to technicolour fabric to express their love of Australian plants.', ""Meet young environmental warrior Gio Fitzpatrick and find out how his passion for ecology and documenting biodiversity in urban areas is shaping the environment of Melbourne's inner-southeast."", 'Simon Rickard is, in one word, a creative. He is a baroque bassoonist, author, garden designer and botanical tour leader, but, first and foremost, he is a gardener. ', 'Meet garden designer Barbara Landsberg who uses ""the tools of the earth"" to bring back life and a sense of wellbeing to any space, big or small.', 'We meet jewellery designer Ada Hodgson who creates delightful pieces inspired by her own garden.', 'Meet a farmer and forest scientist who has spent 30 years researching, growing and harvesting a very important crop - trees.', ""Meet visual artist Sally Blake and find out how her work explores the hidden world of dyes awaiting in one of Australia's most familiar plants."", 'We meet Yindjibarndi artist Katie West to explore how her plant-based art practice has helped her connect with her culture and history.', 'Being in nature reduces stress and blood pressure and improves concentration, says occupational therapist Bronwyn Paynter. At 28 Bronwyn was diagnosed with breast cancer the hospital was next to a botanic garden, which she found a restful place to be between treatments.', 'Adriana Picker is a botanical illustrator and lifelong gardener, turning three generations of plant passion into bright, colourful blooms for prints and commercial projects.', 'Gardening Australia presenter Clarence Slockee leads us through Bundjalung country to explain his deep running connection to plants.', 'We meet the people behind ICaN Growing Nursery, a native Indigenous run nursery in Dubbo that is giving people new skills, jobs and a connection to the local flora.', 'Jax Bergersen founded the Kuranda Conservation Community Nursery to supply cassowaries with their favourite food. She knows that’s what they eat as she goes out and collects fresh cassowary droppings to extract the seeds!', 'A behind-the-scenes look at Costa Georgiadis, before he became the bearded face of Gardening Australia.', 'We meet Will Salter, a garden and nature photographer whose work inspires his own garden.', 'We meet a couple who have travelled the world to build an incredible collection of rare and unusual equatorial plant species.', 'Kate Cullity is an extraordinary landscape designer. She is a visionary, highly regarded within her field, and along with her company is responsible for many of Australia’s most recognisable public and private landscapes.', ""Tisha Tejaya has recently illustrated a pocketbook guide to Darwin's local produce and markets. The project connected her with migrant and refugee growers and vendors, and with her own Chinese-Indonesian cultural heritage."", 'We meet a nature photographer who embraced having less work and extra time in 2020 by documenting the creation of his dream vegie patch.', 'Meet illustrator Brenna Quinlan, who is happiest when she can combine her talent for art with her passion for permaculture and sustainable living.', ""Meet a pollination scientist who's looking into how some of our smallest orchid species can tell us so much about the wider eco-system."", 'We meet elder Fran Bodkin, a scientist and educator who shares the importance of native plants for food, medicine, and culture.', 'Ick Chu is a self-taught topiarist from Melbourne’s western suburbs whose garden has become a tourist hotspot.  ', ""Follow the path of landscape architect Andrew Laidlaw, to learn more about his life and his role in creating some of Melbourne's most beloved landscapes."", 'We meet ecologist, Environmental photographer, natural historian and fungi fanatic Alison Pouliot who is determined to change the way we understand this amazing Kingdom and our relationships to it.', 'We visit Leonie Norrington, who was a Gardening Australia presenter from 2004 to 2011, filming many segments from her property near Darwin.', 'Novelist and television presenter Holly Ringland is back in Australia and using her creative powers to share the magic of nature with others.', ""Meet biodiversity director Annette Rypalski, who looks after the rare and endangered animals living at Victoria's Mt Rothwell sanctuary."", 'Artists Wona Bae and Charlie Lawler have been working together for 12 years. Their backgrounds are in design, with Wona coming from a fashion base and Charlie from permaculture, but together they work as floral designers.', 'We step inside Williamstown Botanic Gardens to meet curator Shelley Wood, a remarkable woman who has literally spent a lifetime growing in, and with, this beautiful garden.', 'We meet Man and Wah Cheung, twin brothers and creative partners, who combine their photography and graphic design skills to capture plants in stunning detail.', 'Dr Dean Nicolle, who planted his first eucalypts at a fledging arboretum in Currency Creek when he was 15, has dedicated his life to this diverse and intriguing group of trees.', 'We take a look at Maranoa Gardens home to Australia’s most impressive and earliest collection of native flora, planted by John Watson in 1901.', ""Meet Rebekah Trevor and find out how this young woman's passion for bromeliads has allowed her to travel the world in pursuit of these fascinating plants and expand the family business."", ""We visit a flower farm in Melbourne's outer east and find out how a farmer and his three sons have been growing daffodils for three generations."", 'We meet a contemporary Artist Gardener in her Adelaide Hills home and studio.', ""We meet comedian Claire Hooper at her parent's plant nursery in Perth and see how a childhood surrounded by horticulture influenced her choices in life."", 'Find out how Tino developed his love of plants and gardening and turned his passion into a career.', 'For Australian Pollinator Week, we meet photographer and ecologist Dr Luis Mata whose keen eye for insects puts them in a whole new light.', 'Paula Peeters and Raymond Carpenter met as young scientists doing rainforest research in New Caledonia Paula now works as a writer and ecologist, and Ray is a paleobotanist, living on the edge of the Gondwana rainforests.', 'Meet an artist whose textural work is inspired by the natural landscape of the Noosa National Park.', 'Baz Blain is a gardener with an almost obsessive love of Wollemi pines. A council horticulturist, he looks after the many parks and reserves in historic Richmond,Tasmania, then heads home to his hundreds pots of plants.', 'Angela Moles, a professor in the School of Biological, Earth and Environmental Sciences at UNSW. She’s is leading a team of plant ecology students looking at introduced weeds and how they adapt to Australian conditions.', ""We meet artist Trish Oktober, whose Blue Mountains garden inspires both her art and many of her children's books."", 'Garden designer Fiona Brockhoff shares the plants and landscapes that inspire her creations.', 'We meet a botanical perfumer to learn about how she combines her love for plants with the world of scent.', 'Meet lifelong plantsman, Lyle Filippe, collector, professional propagator and dedicated plant rescuer.', 'Meet super-keen, newly converted food producer Jian Liu, who has turned her whole suburban garden - and much of her life - over to edible plants.', 'Visit the bush garden of Maria Hitchcock, a leading figure of the native plant-growing movement and personally responsible for formalising Wattle Day.', 'We head to Cairns in North Queensland and meet Matt Mitchley, a prehistoric plant enthusiast whose collection ranges from classic to Jurassic!', 'Horticulturist Andrew Price lives on a main road in north-west Sydney, so he has created a garden that could be viewed from the street.', 'Keith Wallace and Gordon Giles are business partners, talented nurserymen and best mates, and together have developed a reputation for growing top quality orchids, indoor plants and ferns at their wholesale nursery.', 'Meet foodie turned farmer Palisa Anderson and find out how she went from the kitchen to the paddock.', 'To celebrate book week, we meet illustrator and author TraceBalla, who paints delicately detailed pictures of plants and wildlife in her storybooks for children.', 'Jack Latti is a landscape designer and ceramicist. Jack grew up in South Africa and his father and grandfather both loved gardening and would take Jack on trips to save wild plants from development.', 'Stephen hosted Gardening Australia for three years but has almost always been a plant collector. He lives in Macedon and regularly opens his garden Tugurium to the public.', 'For a keen gardener, Michael McCoy is living the dream – spending his time with plants as a garden designer, author, blogger and host of ABC’s Dream Gardens.', 'Meet a specialist bulb grower, who responded to COVID-19 lockdowns by gifting some garden joy.', 'We meet expert rose pruner Tate Hancox, who is happiest when surrounded by plants.', 'We visit the Melbourne home of an interior stylist and furniture designer who has a stunning indoor plant collection.', 'Meet botanist and PhD candidate Laura Skates who has been looking at the appetite of some of our most unique plant species.', 'Meet Darwin horticulturist Ben Wirth, who spends his days hunting down and collecting seeds of the unique plant species of the Northern Territory.']","['ABC TV', 'LIFESTYLE', 'REGIONAL AUSTRALIA']",https://cdn.iview.abc.net.au/thumbs/i/rk/RK1905V013S00_6023663a04b74.jpg,['[]'],"['diversity', 'melbourne', 'australian-capital-terrirory', 'regional', 'home', 'darwin', 'victoria', 'aussie', 'refugees', 'queensland', 'abc-life', 'garden', 'sydney', 'brisbane', 'lifestyle', 'cald', 'environment', 'northern-territory', 'aboriginal', 'canberra', 'indigenous', 'science', 'western-australia', 'abc1', 'arts', 'languages-other-than-english', 'food-cooking', 'new-south-wales']",2021-02-12 07:00:00,G,"[372.0, 366.0, 509.0, 407.0, 385.0, 467.0, 401.0, 480.0, 341.0, 477.0, 443.0, 434.0, 443.0, 355.0, 458.0, 416.0, 501.0, 389.0, 381.0, 403.0, 464.0, 362.0, 470.0, 470.0, 391.0, 376.0, 474.0, 433.0, 506.0, 346.0, 459.0, 530.0, 464.0, 527.0, 452.0, 391.0, 442.0, 297.0, 487.0, 379.0, 418.0, 367.0, 497.0, 339.0, 601.0, 395.0, 445.0, 517.0, 503.0, 308.0, 329.0, 398.0, 398.0, 390.0, 456.0, 420.0, 441.0, 543.0, 410.0, 362.0, 473.0, 442.0, 274.0, 397.0, 450.0, 486.0, 303.0, 405.0, 434.0, 413.0, 479.0, 432.0, 409.0, 484.0, 436.0, 398.0, 431.0, 434.0, 403.0, 426.0, 418.0, 445.0, 415.0]",,,gardening australia hosted costa georgiadis screen team horticultural expert around country cater gardener beginner expert,195.0
17,4.0,Whiteley,128.0,Movies,Whiteley,,Whiteley,"A visual journey into the private life and creative legacy of Australia's most iconic artist, Brett Whiteley, told using personal letters, photographs, interwoven with reconstructions, archival interviews and rare footage. (2017)","A visual journey into the private life and creative legacy of Australia's most iconic artist, Brett Whiteley, told using personal letters, photographs, interwoven with reconstructions, archival interviews and rare footage.","['ABC TV', 'ABC TV Plus', 'ARTS & CULTURE', 'DOCUMENTARY', 'MOVIES']",https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1383A001S00_5b161b68ace61.jpg,"[""['Director James Bogle']""]","['abc1', 'abc2', 'abcarts', 'arts', 'docs', 'history', 'biography', 'creative', 'artists', 'culture', 'revealing', 'feature-docs', 'feature-length', 'film', 'australia', 'a:older-sink', 'a:young-sink-dink', 'ns:be-informed', 'ns:be-inspired']",2021-06-01 07:00:00,M,5395.0,,,visual journey private life creative legacy australia iconic artist brett whiteley told using personal letter photograph interwoven reconstruction archival interview rare footage 2017,
18,6.0,Play School: Walking Together,192.0,Kids,Play School: Walking Together,,Play School: Walking Together,"Hunter, Rachael & Emma Donovan walk us through our shared histories and the role we all play in building relationships & communities that value Aboriginal and Torres Strait Islander peoples, histories, cultures and futures.","Hunter, Rachael & Emma Donovan walk us through our shared histories and the role we all play in building relationships & communities that value Aboriginal and Torres Strait Islander peoples, histories, cultures and futures.",['ABC Kids'],https://cdn.iview.abc.net.au/thumbs/i/ck/CK2015H001S00_609a29569698f.jpg,['[]'],['abc4kids'],2021-05-27 09:27:03,G,1579.0,,,hunter rachael emma donovan walk u shared history role play building relationship community value aboriginal torres strait islander people history culture future,
18,4.0,Designing A Legacy,223.0,Documentary,Designing A Legacy,,Designing A Legacy,"Comedian, architecture enthusiast and design nerd Tim Ross takes us across Australia to meet the families whose lives have been shaped by the exceptional designs of their iconic homes.","Comedian, architecture enthusiast and design nerd Tim Ross takes us across Australia to meet the families whose lives have been shaped by the exceptional designs of their iconic homes.","['ABC TV', 'LIFESTYLE', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/fa/FA1901H001S00_600a19122edbc_1920.jpg,"[""['Host Tim Ross']""]","['abc1', 'australia', 'lifestyle', 'home', 'creative', 'architecture', 'design', 'docs']",2021-02-02 21:03:51,M,3422.0,,,comedian architecture enthusiast design nerd tim ross take u across australia meet family whose life shaped exceptional design iconic home,
19,2.0,,10054.0,Family,Australia Remastered: Nature's Great Divide,,,The hard line that separates the natural worlds of Asia from Australia is the leaping off point for amazing wild stories. The strong currents along the Wallace Line creates parallel narratives of fascinating differences.,"[""The narrow strait between the Indonesian islands of Bali and Lombok marks the boundary between the wild worlds of Asia and Australia. This is the story of life on each side of nature's great divide."", 'The Wallace Line divides separate worlds, where radically different animals live remarkably similar lives. This is the story of two parallel creations, and what happens when these worlds collide.', ""Safe behind the Wallace Line, life in Australia charted its own evolutionary course, in habitats defined by natural borders. This is the story of the wild kingdoms protected by Nature's Great Divide. (Final)""]","['ABC TV', 'DOCUMENTARY', 'SCIENCE', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1955H001S00_619c51f6d1696_1920.jpg,"[""['Host Aaron Pedersen']""]","['ocean', 'informative', 'natural-world', 'animals', 'factual', 'science', 'explore', 'docuseries', 'family-viewing', 'nature', 'abc1', 'australia', 'environment', 'wildlife', 'docs']",2021-12-07 21:27:05,G,"[3240.0, 3240.0, 3200.0]",,,hard line separate natural world asia australia leaping point amazing wild story strong current along wallace line creates parallel narrative fascinating difference,54.0
19,5.0,,10055.0,Family,Australia Remastered: Wild Australians,,,"Explore some of Australia's most iconic and fascinating animals. From mysterious orca to the iconic kangaroo, intelligent parrots and the secret lives of reptiles, all have evolved to survive across the Australian landscape.","['Echidnas and platypuses are unique, the only mammals in the world to share some traits with reptiles, such as laying eggs. Aaron Pedersen explains how they are highly-tuned to their environment.', ""Parrots are by far some of the world's most intelligent birds. Aaron Pedersen explores why these intelligent birds thrive in Australia, and what kind of impact their exceptional intellect has on our environment."", ""Known as the bulldozers of the bush, wombats are Australia's largest burrowing animals. Aaron Pedersen explores how their digging has transformed landscapes and changed the face of the continent."", ""Orcas are notorious for being merciless ocean killers, but as Aaron Pedersen explains, this is mostly a misunderstanding of what is one of Earth's most intelligent mammals, who live together in complex family groups."", 'The red kangaroo is iconic, but as Aaron Pedersen explains there is more to the kangaroo family than just one famous face. Explore how these marsupials spread across the continent, taking on a variety of shapes and forms.', ""There's more to Australia's reptiles than being cold-blooded killers. Aaron Pedersen explores intimate mating rituals and protective mothers as we scratch beneath the scales of our reptiles.""]","['ABC TV', 'ABC ME', 'DOCUMENTARY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1847H006S00_5f445cb8542cc.jpg,"[""['Host Aaron Pedersen']""]","['ns:be-informed', 'natural-world', 'wildlife', 'a:older-sink-dink', 'family-viewing-abcme', 'factual', 'docuseries', 'explore', 'science-week', 'a:retirees', 'family-viewing', 'abcme-shoulder', 'a:established-parents', 'ns:bond', 'ns:understand', 'informative', 'animals', 'nature', 'australia', 'environment', 'docs', 'ocean', 'abc3', 'abc1']",2020-08-30 18:57:00,G,"[3310.0, 3330.0, 3285.0, 3185.0, 3230.0, 3294.0]",,,explore australia iconic fascinating animal mysterious orca iconic kangaroo intelligent parrot secret life reptile evolved survive across australian landscape,55.0
20,5.0,,10058.0,Family,Australia's Ocean Odyssey: A Journey Down The East Australian Current,,,"A landmark documentary series that takes a spectacular journey from the Great Barrier Reef down to Antarctica, revealing the ocean currents that create life on our planet, and what we can do to protect our planet's beating blue heart.","[""Journey down the East Australian Current all the way from the Great Barrier Reef to Antarctica. Discover how ocean currents create life on our planet and what you can do to protect our planet's blue heart."", 'Meet the everyday Australians making remarkable science discoveries about our marine life.', ""As we reach the end of the East Australian Current, its remaining flow mixes into the Antarctic Circumpolar Current and the Indian Ocean. Our whales finally leave Tasmania's temperate waters on their journey to Antarctica. (Final)"", 'Ride the East Australian Current through the subtropical marine environments of New South Wales with a pod of migrating humpback whales, we explore how the warm flow sustains and transforms whole ecosystems.']","['ABC TV', 'ABC ME', 'DOCUMENTARY', 'SCIENCE', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1809H_5ecf4fc864fe2_1280.jpg,"[""['Narrator Marta Dusseldorp']""]","['ocean', 'informative', 'natural-world', 'animals', 'science', 'family-viewing-abcme', 'explore', 'factual', 'family-viewing', 'extras', 'abc3', 'nature', 'abcme-shoulder', 'abc1', 'australia', 'environment', 'wildlife', 'docs']",2020-06-09 21:33:25,G,"[3549.0, 360.0, 3515.0, 3446.0]",,,landmark documentary series take spectacular journey great barrier reef antarctica revealing ocean current create life planet protect planet beating blue heart,58.0
20,1.0,,10290.0,Kids,Little J And Big Cuz Indigenous Languages,,,"Little J and Big Cuz are Indigenous Australian kids living with their Nanna and Old Dog, the dog. Spoken in the Indigenous languages of Gija, Noongar, Torres Strait Creole, Palawa Kani, Warlpiri and Djambarrpuyngu.","['Nanna is unwell so Little J and Big Cuz eagerly take over running the house  their way! Fun ways to do housework soon descend into slapstick chaos. Spoken in the Indigenous language of Warlpiri.', ""Little J and Big Cuz are worried when Old Dog goes missing. Surely with Uncle Mick they'll find him. Meanwhile, cheeky Old Dog is safe and sound - causing havoc in Big Cuz's bed! Spoken in the Indigenous language of Gija."", 'Its the School Footy Match this week! Big Cuz reluctantly agrees to be the commentator, while Little J boasts hell kick twenty goals. Spoken in the Indigenous language of Warlpiri.', 'Big Cuz is excited - Nannas taking the class out bush to gather pandanus for weaving. But Nanna is called in to work so Big Cuz takes over, with comically chaotic results. Spoken in the Indigenous language of Djambarrpuyngu.', ""Little J and Big Cuz are worried when Old Dog goes missing. Surely with Uncle Mick they'll find him. Meanwhile, cheeky Old Dog is safe and sound - causing havoc in Big Cuz's bed! Spoken in the Indigenous language of Noongar."", ""Big Cuz learns that her teacher has never seen kangaroos or emus up close. She's delighted when Ms Chen accepts the invitation to go camping out bush. Spoken in the Indigenous language of Gija."", ""Little J and Big Cuz are worried when Old Dog goes missing. Surely with Uncle Mick they'll find him. Meanwhile, Old Dog is safe and sound - causing havoc in Big Cuz's bed! Spoken in the Indigenous language of Djambarrpuyngu."", ""It's an adventure going to Mutton Bird Island, and Little J can't wait to show B Boy the rookery with Uncle Mick. After B Boy sees a snake, Little J takes him under his wing. Spoken in the Indigenous language of Palawa Kani."", 'The School Sleepover is exciting...and challenging. Little Js scared of the dark and Big Cuz still sleeps with her teddy. Can they get through the night? Spoken in the Indigenous language of Torres Strait Creole.', 'Nanna is unwell so Little J and Big Cuz eagerly take over running the house  their way! Fun ways to do housework soon descend into slapstick chaos. Spoken in the Indigenous language of Noongar.', ""Little J and Big Cuz are worried when Old Dog goes missing. Surely with Uncle Mick they'll find him. Meanwhile, Old Dog is safe - causing havoc in Big Cuz's bed! Spoken in the Indigenous language of Torres Strait Creole.""]","['ABC Kids', 'EDUCATION']",https://cdn.iview.abc.net.au/thumbs/i/ck/CK1942H009S00_5efec29313701_1280.jpg,['[]'],"['littlejin', 'abc4kids', 'education']",2021-07-31 06:00:00,G,"[760.0, 778.0, 706.0, 704.0, 720.0, 760.0, 727.0, 720.0, 696.0, 720.0, 698.0]",,,little j big cuz indigenous australian kid living nanna old dog dog spoken indigenous language gija noongar torres strait creole palawa kani warlpiri djambarrpuyngu,290.0
21,5.0,,10055.0,Family,Australia Remastered: Wild Australians,,,"Explore some of Australia's most iconic and fascinating animals. From mysterious orca to the iconic kangaroo, intelligent parrots and the secret lives of reptiles, all have evolved to survive across the Australian landscape.","['Echidnas and platypuses are unique, the only mammals in the world to share some traits with reptiles, such as laying eggs. Aaron Pedersen explains how they are highly-tuned to their environment.', ""Parrots are by far some of the world's most intelligent birds. Aaron Pedersen explores why these intelligent birds thrive in Australia, and what kind of impact their exceptional intellect has on our environment."", ""Known as the bulldozers of the bush, wombats are Australia's largest burrowing animals. Aaron Pedersen explores how their digging has transformed landscapes and changed the face of the continent."", ""Orcas are notorious for being merciless ocean killers, but as Aaron Pedersen explains, this is mostly a misunderstanding of what is one of Earth's most intelligent mammals, who live together in complex family groups."", 'The red kangaroo is iconic, but as Aaron Pedersen explains there is more to the kangaroo family than just one famous face. Explore how these marsupials spread across the continent, taking on a variety of shapes and forms.', ""There's more to Australia's reptiles than being cold-blooded killers. Aaron Pedersen explores intimate mating rituals and protective mothers as we scratch beneath the scales of our reptiles.""]","['ABC TV', 'ABC ME', 'DOCUMENTARY', 'FAMILY']",https://cdn.iview.abc.net.au/thumbs/i/do/DO1847H006S00_5f445cb8542cc.jpg,"[""['Host Aaron Pedersen']""]","['ns:be-informed', 'natural-world', 'wildlife', 'a:older-sink-dink', 'family-viewing-abcme', 'factual', 'docuseries', 'explore', 'science-week', 'a:retirees', 'family-viewing', 'abcme-shoulder', 'a:established-parents', 'ns:bond', 'ns:understand', 'informative', 'animals', 'nature', 'australia', 'environment', 'docs', 'ocean', 'abc3', 'abc1']",2020-08-30 18:57:00,G,"[3310.0, 3330.0, 3285.0, 3185.0, 3230.0, 3294.0]",,,explore australia iconic fascinating animal mysterious orca iconic kangaroo intelligent parrot secret life reptile evolved survive across australian landscape,55.0
21,2.0,Cracking COVID,242.0,Documentary,Cracking COVID,,Cracking COVID,"Tracking the real-time story of Australia's scientific response to the pandemic. As teams of scientists unlock the secrets of the virus, researchers work to build a vaccine, and patients confront symptoms of this new disease.","Tracking the real-time story of Australia's scientific response to the pandemic. As teams of scientists unlock the secrets of the virus, researchers work to build a vaccine, and patients confront symptoms of this new disease.","['ABC TV', 'DOCUMENTARY', 'SCIENCE']",https://cdn.iview.abc.net.au/thumbs/i/do/DO2005V001S00_60d9334a88f4f_1920.jpg,"[""['Director Sonya Pemberton']""]","['abc1', 'aussie', 'factual', 'docs', 'science', 'health', 'revealing', 'informative', 'real-life', 'ns:be-informed', 'investigation']",2021-07-13 20:29:59,PG,4496.0,,,tracking realtime story australia scientific response pandemic team scientist unlock secret virus researcher work build vaccine patient confront symptom new disease,
22,3.0,,10059.0,Education,Australia's Prime Ministers,,,"This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. Stages 3-4 HSIE, English.","[""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features William McMahon."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Joseph Cook."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Ben Chifley."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Billy Hughes."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Harold Holt."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Gough Whitlam."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Andrew Fisher."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Frank Forde."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Bob Hawke."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Malcolm Fraser."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features John Curtin."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features George Reid."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Edmund Barton."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Earle Page."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features John McEwen."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Stanely Bruce."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features James Scullin."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features John Gorton."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Joseph Lyons."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Paul Keating."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Alfred Deakin."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Robert Menzies."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features Arthur Fadden."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features John Christian Watson."", ""This series profiles Australia's leaders, featuring career highlights and giving insights into the different eras in which they lead the nation. This episode features John Howard.""]","['ABC ME', 'EDUCATION', 'DOCUMENTARY']",https://cdn.iview.abc.net.au/thumbs/i/zx/ZX6423A020S00_59e6c0dadc401_1280.jpg,['[]'],"['primary-humanities', 'education', 'abc3', 'gough-whitlam', 'secondary-history', 'docs']",2022-02-28 09:00:00,G,"[183.0, 119.0, 186.0, 180.0, 199.0, 227.0, 157.0, 136.0, 180.0, 175.0, 188.0, 125.0, 138.0, 191.0, 159.0, 169.0, 151.0, 174.0, 170.0, 213.0, 162.0, 198.0, 156.0, 118.0, 205.0]",,,series profile australia leader featuring career highlight giving insight different era lead nation stage 34 hsie english,59.0
